"Name"
 Joseph Storrs
British Museum
British Mycological Society
British National Association of Spirtualists
Brookes Club
Brothers Peek
Buchanan Washbourn
Buffalo Society of Natural Sciences
Burmah
Burwood Godlee
Buxton Lawrie
C  Poorooshottum Modeliar
C  Treasure Jones
C A Albright
C A Du Val
C Ashby
C B Mosse
C B Robinson
C Baxter
C Clarke
C Clothier
C D Hammond
C D Tolme
C E Harle
C F Howard
C H  Fairfax Ellis
C H Pearson
C Haddison
C Hinchcliffe
C Jervise
C Knight
C Lilgevolch
C Lushington
C M Barter
C Mottley
C Rathbone
C S Tosswill
C Southall
C T Gardner
C W  Bowdler Bell
C Washbourne
Caerleon Antiquarian Association
Caleb Fletcher
Caleb Williams
Caledonian Club
Cambrian Archaeological Association
Cambrian Archaeological Society
Cambridge Philosophical Society
Camden Society
Camille Bertrand
Camille Dareste
Canada
Cannibal Club
Carl (Karl) Steinhauer
Carl Alphonse Hoffman
Carl Ernst von Baer
Carl Gustav Carus
Carl Ritter
Carl Ritter von Scherzer
Carl Semper
Carl Vogt
Carl Wilhelm Ferdinand Uhde
Carlton Club
Caroline Armistead
Caroline Marriage
Casper W Eddy
Catherine Backhouse
Century Club
Ceylon
Champion Wetton
Charity Organization Society
Charles (1) Harrison
Charles A Atkins
Charles Adlard
Charles Adolphe Morlot
Charles Alfred Rolph
Charles Atkins
Charles Augustus Ward
Charles B Warner
Charles Bennett
Charles Booth
Charles Brainsford
Charles Brett
Charles Brewin
Charles Buxton
Charles Capper
Charles Cardale Babington
Charles Clark
Charles Cornish Brown
Charles Darwin
Charles Donald Maclean
Charles Duncan Cameron
Charles E Mackintosh
Charles E Russell
Charles E Smith
Charles Edward Gover
Charles Edward Grey
Charles Edward Stewart
Charles Francis Lewis
Charles Frederick Ash
Charles Garrett
Charles Gillett
Charles Groves
Charles Gutzlaff
Charles H L Woodd
Charles Hamond Alpe
Charles Harcourt Chambers
Charles Harding
Charles Henry Bagnall
Charles Henry Fox
Charles Henry Gardner
Charles Henry Gatty
Charles Hicks
Charles Hindley
Charles Holt Bracebridge
Charles Horsnaill
Charles J Harland
Charles James Major
Charles Janson
Charles Jellicoe
Charles Jeremiah Renshaw
Charles Jupe
Charles Kingsley
Charles L Braithwaite
Charles L Harford
Charles Linder
Charles Lionel Showers
Charles Lyell
Charles Malcolm
Charles Napoleon de Cardi
Charles Nice Robertson
Charles Nicholson
Charles O'Callaghan
Charles Ottley Groom Napier
Charles Otto
Charles Pasley
Charles Pickering
Charles Plummer
Charles Pyndar Beauchamp Walker
Charles R Williams
Charles Radcliffe Bond
Charles Rafn
Charles Ratcliff
Charles Reade
Charles Richardson
Charles Robert des Ruffieres
Charles Rogers
Charles Rooke
Charles Rowland Goodman
Charles S Salmon
Charles Scott
Charles Sessions
Charles Sharp Price
Charles Sheffield Dickson
Charles Stenning
Charles Stuart Bailey
Charles Sturge
Charles Sturgeon
Charles Sumner
Charles Thomas Pearce
Charles W Bollaert
Charles Warden
Charles Wentworth Dilke
Charles William Carter Madden Medlicott
Charles William Devis
Charles William Eeles
Charles William Hoyland
Charles Wilson
Charles jun Tuckett
Chemical Society
Child Study Society
Childhood Society
Chile
China
Christian JÃ¼rgensen Thomsen
Christopher Bowley
Christopher J Barnard
Clarence Harcourt
Claude Buchanan Ker
Clement Jackson
Clements Robert Markham
CoE
Colquehoun Club
Connop Thirlwall
Conrad C Dumas
Conrad Eckhard
Conrad Finzel
Conrad Leemans
Conservative Club
Constantine Simonides
Cork Scientific and Literary Society
Cornelieus Prior
Cornelis Swaving
Cornelius Donovan
Cornelius Hanbury
Cornelius Walford
Cornelius x Jun Hanbury
"Corporation Library London, City of"
Coryndon H Luxmoore
Craig Gibson
Crewe Alston
Culling Eardley Smith
Cumberland and Westmorland Antiquarian and Archaeological Society
Cunningham Borthwick
Cyprus
Cyrus Clark
D  Pye Smith
D Bellock
D Bolton
D Brown
D Dodshon
D G F Macdonald
D G Goyder
D Holmes
D I Drakeford
D J Breuneis
D Lubach
D Miller
D Mitchell
D Nicol
D P Hock
D P Mack
D Tuke
D W Nash
Dadabhai Naoroji
Dallas Hill
Danby Palmer Fry
Daniel Bell Hanbury
Daniel Brooke Robertson
Daniel Cooper
Daniel Doncaster
Daniel Earl Burdett
Daniel Mackintosh
Daniel Maxwell
Daniel O'Connell
Daniel P Hack
Daniel Wheeler
Daniel Wilson
Daniel de Castro
Dashwood G Parry
David Blellock
David Brodie
David Charles
David Dale
David Duncan
David Forbes
David Gay
David Henry Stone
David King
David Kinloch
David Lloyd
David Mackintosh
David Mitchell Henderson
David Morris
David S Price
David Salomons
David Scott
David Sydenham
David Wilson
Davyd William Nash
Deborah Beesley
Deborah Gibson
Deborah Sterry
Denison H Allport
Denmark
Dominican Republic
Dominico Navoni
Don Flores Estrada
Donald Nicoll
Douglas Galton
Draper Mackinder
Dresden Geographical Society
Dunbar Isidore Heath
Duncan W Forbes
E & M Elliott
E A Albright
E Abdy
E Atkinson
E B Tawney
E Backhouse
E Baines
E Bonavia
E Crowley
E F Sewell
E Ford
E Gilkes
E Harris
E J Routh
E J Selwyn
E L Birkbeck
E Mills
E Morris
E Neave
E O Tindale
E P Southall
E Ridley
E S Schwabe
E Sayce
E Schiemann
E Stephens
E T Sewell
E T Wakefield
E Tinsley
E V Gardner
E Walker
ESL
Eardley Childers
Early English Text Society
East India Club
East India United Services Club
East Yorkshire Anthropological Society
Ebenezer Clarke
Ebenezer Elliott
Ebenezer Smith
Eclectic Medical Society of New York
Ecuador
Edgar Musgrove
Edinburgh Gratis Sabbath School Society
Edinburgh Mathematical Society
Edmund Backhouse
Edmund Buxton
Edmund Farmer
Edmund Francis Davis
Edmund Gurney
Edmund J Bridell
Edmund Jeffries
Edmund Lloyd
Edmund Lucas
Edmund Patterson
Edmund Sturge
Edmund Walker
Edmund Walter Coleman
Edouard J Villin
Edouard Lartet
Edward (1) Lawrence
Edward A Crouch
Edward A Leatham
Edward Andrew Trevor
Edward Arnold
Edward Ash
Edward B Bogg
Edward B Harbour
Edward Backhouse
Edward Barrett Hodges Curteis
Edward Beck
Edward Bellamy
Edward Bickerton Evans
Edward Brown
Edward C Anderson
Edward C May
Edward Carroll
Edward Charles Healey
Edward Charlesworth
Edward Everett
Edward Gardiner Fishbourne
Edward Greey
Edward Gurney
Edward Hooper May
Edward Jackson Riccard
Edward James
Edward John Eyre
Edward John Morshead
Edward Jun Backhouse
Edward Lawford
Edward Lord
Edward Lucas
Edward Lund
Edward Marsh
Edward Martin
Edward Meryon
Edward Morris
Edward Murray
Edward North Buxton
Edward North Clifton
Edward O'Riley
Edward Osborne Smith
Edward Paull
Edward Peacock
Edward Pease
Edward Pick
Edward Price Houghton
Edward Priestman
Edward Priestman (2)
Edward Richardson
Edward Robinson
Edward Rowley Morris
Edward Ryan
Edward Smith
Edward Spooner
Edward St Maur
Edward Stamp
Edward Sturman
Edward Taylor
Edward Tenison Ryan Tenison
Edward Thomas
Edward Thurlow
Edward V Maur
Edward W Martin
Edward W Murphy
Edward Warner
Edward William Brabrook
Edward Wood
Edwd Harris
Edwin Bracher
Edwin Brown
Edwin C Suttor
Edwin Chadwick
Edwin Foxton Firby
Edwin Goadby
Edwin Henry Baverstock
Edwin Holborow King
Edwin Lander
Edwin Lee
Edwin Ormond Brown
Edwin Ransom
Egerton Ryerson
Egypt
Eliza Barclay
Eliza Bell
Eliza Post
Elizabeth Allen
Elizabeth Bowley
Elizabeth Charelton
Elizabeth Dyer
Elizabeth F Gibson
Elizabeth G Dimsdale
Elizabeth Hills
Elizabeth Howard
Elizabeth Howard (2)
Elizabeth Priestman
Elizabeth S Dawes
Elizabeth Tuckett
Elliott Cresson
Emil Arnold Praeger
Emile Duhousset
Emma Letchworth
Enrico Hillyer Giglioli
Entomological Society of London
Ephraim George Squier
Erasmus (Ras) Darwin
Eric Williams
Ernest Abraham Hart
Ernest Bates
Ernest Dieffenbach
Ernest Renan
Ernst Hallier
Ernst Juch
Ernst Wilhelm Ritter von Brucke
Erskine Perry
Escott Chambers
Essex Field Club
Esther Beecham
Estrade Flores
Ethiopia
"Ethnological Society, New York"
"Ethnological Society, Paris"
Etienne Gustave Mery
Eugene Dally
Eugene Morris
Evan Powell Meredith
Evert Julius Bonsdorff
Ex Libris Society
F  Drummond Davies
F  E Gibson
F  Henry Wood
F Allen
F B  Bernard Natusch
F C Dowley
F G Courthope
F Good
F H Fitzwilliam
F H Hobler
F H Janson
F Hudson
F J Atkins
F J Bett
F J Thompson
F J Walker
F L Cotton
F Maitland Innes
F R Priestman
F Seebohm
F Squire
F T Littey
F Taylor
F W Chesson
F W Coates
F W Harrer
F W Newman
F W Ricketts
F Woodhead
Facundo Carulla
Fanny Backhouse
Felix Garden
Fenwick T Poole
Ferdinand Muller
Ferdinand Vandeveer Hayden
Ferdinand Von Wrangell
Fererra Pinheiro
Field Naturalists Club of Victoria
Fielden Thorpe
Filippo Manetta
Finland
Flaxman Spurrell
Folklore Society
Forster Fryer
Fortescue John Morgan
Fr Groth
France
Frances Wright
Francis Alex (Frank) Wenham
Francis Beresford Wright
Francis Brown
Francis Campbell
Francis Campin
Francis Duncan
Francis E Fox
Francis Egerton
Francis G P Neison
Francis Galton
Francis George Cornelius Wolber
Francis Gibson
Francis Griffiths
Francis Ignatio Rickard
Francis Kerridge Munton
Francis Lloyd
Francis May
Francis R Spry
Francis Richardson
Francis Tagart
Francis Tuckett
Francis Wright
Francisco Delgado Jugo
Francisco E Pereira
Franciscus Miklosich
Francois Jules Pictet
Frank Calvert
Frank Carr Beard
Frank Chance
Frank J Husband
Frank Ramsay
Frank Simpson
Frank William Breach
Frank Wilson
Frank Wrentmore
Franklin Thomas Richards
FranÃ§ois Louis Nompar de Caumont La Force Castelnau
Fred Thompson
Frederick A B Crawfurd
Frederick Alexander
Frederick Ashby
Frederick Augustus Haserick
Frederick Baines
Frederick Bower
Frederick Braby
Frederick Brome
Frederick Butler Montgomerie
Frederick Chatfield
Frederick Cock
Frederick Cooper
Frederick Crowley
Frederick Duckworth
Frederick E Davis
Frederick Edmund Blyth
Frederick Edward Pearse
Frederick Fearon
Frederick Firebrace
Frederick Fryer
Frederick George Hilton Price
Frederick George Lee
Frederick George Shaw
Frederick Green
Frederick Griffin
Frederick H Fox
Frederick Henry Scott
Frederick Hindmarsh
Frederick Hovenden
Frederick J Bell
Frederick John Jeffery
Frederick King Green
Frederick Lawrence
Frederick Lucas
Frederick Mackenzie Skues
Frederick Martin Williams
Frederick Ouvry
Frederick R Izard
Frederick Scott Archer
Frederick Snaith
Frederick Stanley Carpenter
Frederick Theed
Frederick Thompson
Frederick Travers
Frederick Tuckett
Frederick W Aley
Frederick W Rogers
Frederick Wells
Frederick Wheeler
Frederick Whittock Darby
Frederick William Cosens
Frederick William Hope
Frederick William Monk
Frederick William Rudler
Frederick Wills
French Guiana
Friedrich Max Muller
G  Jasper Nicholls
G  Wythes Daniell
G A Forteath
G A Hutchinson
G A Robinson
G B Holmes
G C Rankin
G E Richardson
G F Angas
G F Whidbourne
G Grimshaw
G H Ogston
G J D Heath
G J Gibson
G Kasimates
G M Tagore
G Macgowan
G N Mussabini
G P Dall
G Pritchard
G R Pumphrey
G Ralston
G S Brady
G T Day
G W Alexander
G W Spence
G Williamson
G van der Maalen
G van der Maerlen
Garrick Club
Genealogical and Historical Society of Great Britain
Geo Holmes
Geographical Society of Paris
Geological Society
Geological Society of France
Geologist's Association
George (1) Campbell
George (1) Smith
George (2) Campbell
George (2) Smith
George Abbott
George Alexander James
George Allin
George Amner
George Atkinson
George Augustus Frederick Ruxton
George Augustus Robinson
George Balfour
George Bellas Greenough
George Bertram
George Blagrove Snell
George Bonavia
George Bonham
George Boulton
George Bryant
George Busk
George Byham
George Byrne Lee
George C Thompson
George Calvert
George Carter
George Catlin
George Christie
George Cook
George Cooke
George Courthope Green
George Critchett
George Crosfield
George Curling Joad
George Cutler
George Dalhousie Ramsay
George Dawson
George Denman
George Dennis
George Dibley
George Duncan Gibb
George E Roberts
George Edgeworth Fenwick
George Fleming
George Folsom
George Ford Copeland
George Fox
George Frederick Rolph
George Granville Francis Egerton
George Grenfell Glyn
George Grey
George H Pope
George Hawkins
George Head
George Henry Daw
George Hill
George Hill Smith
George James Ivey
George Jarvis
George K H Paterson
George L Neighbour
George Lade
George M Braggiotti
George Macleay
George Maw
George McHenry
George Michael Perry
George Moore
George Mott
George N Tatham
George Nesbitt
George North
George O'Gorman
George Palmer
George Peacocke
George Petrie
George Pouchet
George Pringle
George Ralph Tate
George Ramsay
George Rawson
George Rayner Croxford
George Rogers
George Rolleston
George Russell Dartnell
George S  Lennon Hunt
George Sexton
George Seymour
George Smithson
George St Clair
George Stacey
George Stacey Gibson
George Stancliff
George Sturge
George Suttor
George T Hine
George T Kemp
George Tate
George Thomas
George Thorne Ricketts
George Treffry
George Vaughan
George Venables Vernon
George W  (1) Brown
George Walker
George Waterhouse
George Webbe Dasent
George Webster
George Whitely Smith
George William Barrington
George William Marshall
George William Septimus Piesse
George Williams
George Wilson
George Windsor Earl
George Witt
George Wollaston
Georgia Historical Society
German Oriental Society
Germany
Gibraltar
Giustiniano Nicolucci
Glasgow Art Club
Glasgow Secular School Society
Glasgow Sunday Educational Association
Goday Naraen Gajapati Rao
Gonzalez Velasco
Gopsill Brown
Grafton Club
Gray Hester
Greece
Gregory Tschurowsky
Griffin Curtis Galt
Guards Club
Gurney Hoare
Gurney Pease
Gustaf Lindstrom
Gustaf Von Duben
Gustav Oppert
Gustavus Dressler
H  Albert Freuler
H  Brinsley Sheridan
H  Burnard Owen
H  Fowler Ransford
H  Hodgson Rugg
H  Victor Martin
H  le Hon
H A Husband
H B Larking
H B Riddell
H B Thorpe
H Birkbeck
H C  Grove Morris
H C Rutherford
H C Walton
H Clerk
H Copham
H Driver
H E Garvey
H G Gridley
H H Willis
H Headley
H I Staples
H J B Hancock
H J Sturge
H K Twyford
H L Lobeck
H Martin
H McNicholl
H N Holme
H O Wills
H Purdon
H R Adam
H R Rowcroft
H Rolls
H S Purdon
H Squire
H Taylor
H V Simpson
H W Howarth
H Wise
Haggar Lowe
Hahneman Medical Society
Haiti
Halifax Literary and Philosophical Society
Hamilton J Hulcee
Hamilton Roe
Handel Cossham
Handel Crosham
Hannah Baker
Hannah Good
Hannah Scarr
Hannah Scurr
Harford Lury
Harriett Warner
Harry Crommelin Rowcroft
Harry Parkes
Harveian Society
Hastings and St Leonard's Philosophical Society
Hector Maclean
Heinrich Richter
Hendrick Agnis Chignell
Henri Milne-Edwards
Henrietta Warner
Henry (1) Brookes
Henry (2) Brookes
Henry (the father) Jackson
Henry (the son) Jackson
Henry A Hertz
Henry Alexander
Henry Angus
Henry Ashworth
Henry Augustus Cowper
Henry Barber
Henry Bowden Lyle
Henry Brady
Henry Brunskill
Henry Burden
Henry Burlingham
Henry Butler
Henry Callaway
Henry Campbell
Henry Charlton
Henry Christopher Bunkell
Henry Christy
Henry Clare
Henry Clark
Henry Coates
Henry Cole
Henry Corles Bingham
Henry Crowley
Henry Danby Seymour
Henry Dickman
Henry Distin
Henry Drummond Wolff
Henry Duckworth
Henry E Gurney
Henry Edward Jessop
Henry F Mills
Henry F Rivers
Henry Fell Pease
Henry Fletcher Hance
Henry Fox
Henry Francis Jeune Guppy
Henry G Williams
Henry Garland Matthews
Henry George Bohn
Henry Greenway
Henry Hallam
Henry Harland
Henry Harris
Henry Hipsley
Henry Hotze
Henry Hoyle Howorth
Henry Hoyte Winwood
Henry Hudson
Henry Hunt
Henry James Bolding
Henry James Castle
Henry James Johnson
Henry James Paine
Henry John Adams
Henry John Turner
Henry Johnson
Henry Jules Blanc
Henry King Spark
Henry Knight
Henry Leighton
Henry Lonsdale
Henry Matthews
Henry Miegoe
Henry Moreing
Henry Moreton Johnson
Henry Muirhead
Henry N Lay
Henry Norsworthy
Henry Pratt
Henry R Schoolcraft
Henry Raikes
Henry Rawlinson
Henry Reginald Moore
Henry Richardson
Henry Robarts
Henry Rochdale King
Henry Rowland Ellison Grey
Henry Rudall
Henry Russell
Henry S Boase
Henry Sewell
Henry Southey
Henry Stanhope Freeman
Henry Sterry
Henry Stretton
Henry Syer Cuming
Henry Thorowgood Barnes
Henry Tuckett
Henry Valentine Crassweller
Henry Vignaud
Henry Walter Barlow
Henry Walter Bellew
Henry Webster
Henry Whitfeld
Henry Wilberforce Clarke
Henry Willan Jackson
Henry William (1) Jackson
Henry William Newton
Henry William Wickes
Henry Williams
Henry jun Prigg
Herbert Taylor Ussher
Herman Quinius
Hermann Beigel
Hermann Burmeister
Hermann Schaaffhausen
Hermann Welcker
Hermann de Schlagintweit
Hertfordshire Natural History Society
Hervy Masterson
Hippolyte-Jean Gosse
Historic Society of Lancashire and Cheshire
Historical Institute
Hodder Michael Westropp
Holland
Holmes Coote
Homerton Smith
Hong Kong
Horace Swete
Horace William Petherick
Horatio Gay James
Horatio Love
Horman S Fisher
Horticultural Society of Ulverstone
Hugh J C Beavan
Hugh R Semper
Hugh Welch Diamond
Hugo Mavesyn Chadwick
Hull Literary and Philosophical Society
Hull Terrell
Humfrey Sandwith
Hungarian Academy of Sciences
Hungary
Hyacinthe Ronay
Hyde Clarke
Hyde Pullen
I Davie
Imperial Academy of Dresden
Imperial Academy of Medicine of France
Imperial Leopoldino Carolina Academia Naturae Curiosum
India
Indian Club
Indian Reform Association
Institut d'Afrique a Paris
Institute of Actuaries
Institute of France
Institute of Mining Engineers
Institution of Mechanical Engineers
Iraq
Ireland
Irwin Edward Bainbridge Cox
Isaac Brown
Isaac Byerley
Isaac Hadwen
Isaac Lyon Goldsmid
Isaac Pitt
Isaac Reckitt
Isaac Robson
Isaac Wilson
Isabella Harris
Isabella Lister
Isidor Kopernicki
Isidore Ascher
Israel
Italy
J  Beete Jukes
J  Cave Browne
J  Charlton Parr
J  Clayfield Ireland
J  Daniel Moore
J  Dormer Neale
J  Dyce Nicol
J  Eglinton Seaman
J  Hughlings Jackson
J  Jermyn Cowell
J  Macrae Moir
J  Marrion Sims
J  McGregor Croft
J  McGrigor Allan
J  Passmore Edwards
J  Pryce Jones
J  Ranald Martin
J  S  Stuart Glennie
J  Spotswood Wilson
J  T Thresh
J  Valentine Smedley
J  William Warden
J A Sanders
J A Symonds
J A W Harper
J Alexander
J Allen
J B Cook
J B Cooke
J B Mirrlees
J B Teesdale
J Backhouse
J Binyon
J Blunsom
J Booth
J Bradley
J Buckland
J C  Hope Johnstone
J C Griffiths
J C Murray
J Cooper
J Cudworth
J D V Packman
J Dennis
J Doubleday
J E  Eardley Wilmot
J E Backhouse
J E Baker
J E Drake
J E Lury
J E Pritchett
J E Rutter
J F Burgess
J F Polk
J Farnworth
J G Baker
J G Faught
J G Fox
J G S Lefevre
J G Sylvester
J Gaus
J Gillett
J Gilpin
J Gurney Barclay
J H Blackwell
J H Cotterell
J H Elliott
J H Knight
J H Sunman
J H Tredgold
J H Tuke
J Hillier
J Holdsworth
J Holen
J Hopkins
J Horne Payne
J Hurnard
J J C Valpy
J J Freeman
J J Packer
J J Stitt
J J Sylvester
J Jefry
J Jun Read
J K Lord
J Kaines
J Knowles
J L Knapp
J L O'Sullivan
J L Stevens
J L Thomas
J Langlands
J Lawson
J M C Mills
J M Crolly
J M Dorking
J M Peebles
J M Sparkes
J M Stephens
J Mackrell
J Middleton
J Moffatt
J Monro
J Mounsey
J Muir
J Natterier
J P Baker
J P Morris
J P Smith
J P Sutherland
J Pears
J Pell
J R Duggan
J R Gregory
J R Langley
J R Logan
J R Neville
J R Pumphrey
J R Wevill
J Roberts
J Robinson
J Rooke
J S Banbury
J S Brickwood
J S Robson
J W  (1) Kaye
J W  (2) Kaye
J W  Conrad Cox
J W C Clothier
J W Holgate
J W Jackson
J W Lukis
J W Parker
J W Sully
J W Tuke
J W Walton
J W Wood
J Whitby
Jabez Spence Ramskill
Jacob Boys
Jacob Epstein
Jacob Ludwig Dohne
Jacob Post
Jakob Moleschott
Jamaica
James (1) Backhouse
James (1) Fischer
James (1) Kennedy
James A Youl
James Adlard
James Aitken Meigs
James Alfred Wanklyn
James Anderson Rose
James Ashbury
James Augustus St John
James Bain
James Bainbridge Baxter
James Baker
James Bell
James Bertram Sparhawk
James Bird
James Bischoff
James Bonsor
James Bonwick
James Booth
James Bowden
James Bracher
James Brady
James Brebner
James Brooke
James Buckman
James Butler
James C Proctor
James Cadbury
James Campbell
James Cash
James Champley
James Charleton
James Clark
James Clark (2)
James Coke
James Cotter Morison
James Cowles Prichard
James Coxe
James Coxen
James Coxon Richardson
James Cropper
James Davis
James Douglas
James Dowie
James E Veale
James Ellis
James Emerson Tennent
James F Draper
James Firm
James Gingell
James Gowans
James Graham Churcher
James Guthrie
James H Moore
James Harnard
James Hastie
James Henry Skene
James Hepburn
James Heywood
James Higgin
James Hills
James Holland
James Holmes Morrison
James Hope
James Hunt
James J Waring
James Jones
James Joseph Stainton
James Jun Backhouse
James Kay Shuttleworth
James Kernahan
James L Lobley
James Lawrence
James Lewis
James Mathieson
James McClelland
James McCraith
James McCrevey
James Meek
James Oliff Griffits
James Penn Harris
James Perrin
James Pinnock
James Rae
James Ransome
James Rawson
James Read
James Reddie
James Roberts Brown
James Rome
James Ronaldson Handyside
James Russell
James Sandale
James Sanderson Thomas
James Sessions
James Silk Buckingham
James Simpson
James Smyth
James Strathern
James Sydney Walker
James T Foster
James T J Doyle
James T White
James Talbot de Malahide
James Tanner
James Tonnere
James Turle
James Walker
James Wells
James Wentworth Buller
James Whishaw
James William Fleming
James William Glass
James Wilson
James Wodderspoon
James Wood
James Wood Mason
James Wyld
James Yates
